Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
divorce uncontested ny,17,17,50,32,4.67,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.74,1440000,"[18,18,100,100,18,63,45,100,27,36,45,63]",2026-04-09,"Video, Related searches",informational,Organic
removing items from marital home before divorce,18,18,390,4,3.84,https://www.tullylegal.com/resources/articles/can-moving-out-before-a-divorce-cause-problems/,0,0,0.00,0.07,0,"[66,54,81,66,66,54,54,54,66,66,66,54]",2026-03-13,"Sitelinks, Video, Related searches, AI overview",informational,Organic
removing items from marital home before divorce,66,66,390,4,3.84,https://www.tullylegal.com/resources/articles/can-moving-out-before-a-divorce-cause-problems/,0,0,0.00,0.07,0,"[66,54,81,66,66,54,54,54,66,66,66,54]",2026-03-13,"Sitelinks, Video, Related searches, AI overview",informational,Organic
removing items from marital home before divorce,79,79,390,4,3.84,https://www.tullylegal.com/resources/articles/can-moving-out-before-a-divorce-cause-problems/,0,0,0.00,0.07,0,"[66,54,81,66,66,54,54,54,66,66,66,54]",2026-03-13,"Sitelinks, Video, Related searches, AI overview",informational,Organic
divorce attorneys in new york city,28,28,90,50,11.99,https://www.tullylegal.com/manhattan-family/divorce/,0,0,0.00,0.52,13500000,"[18,1,100,11,1,1,6,6,6,5,8,11]",2026-04-03,"Local pack, Sitelinks, Video, Related searches, Discussions and forums",commercial,Organic
divorce attorneys in new york city,35,35,90,50,11.99,https://www.tullylegal.com/manhattan-family/divorce/,0,0,0.00,0.52,13500000,"[18,1,100,11,1,1,6,6,6,5,8,11]",2026-04-03,"Local pack, Sitelinks, Video, Related searches, Discussions and forums",commercial,Organic
children's bill of rights in divorce,29,29,50,8,0.00,https://www.tullylegal.com/resources/articles/childrens-bill-of-rights-in-divorce-can-help-limit-negative-effects-on-kids/,0,0,0.00,0,148,"[45,27,81,45,45,45,100,45,36,63,63,36]",2026-04-21,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
divorce lawyer saratoga springs ny,22,22,40,39,6.27,https://www.tullylegal.com/saratoga-family/,0,0,0.00,0.71,211000,"[45,9,63,45,18,18,45,0,63,18,18,36]",2026-04-21,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
no fault divorce nyc,57,57,140,31,2.46,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.44,3940000,"[35,12,66,82,100,43,17,17,17,12,10,12]",2026-03-22,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
best strategies for protecting assets during divorce new york,15,15,50,0,0.00,https://www.tullylegal.com/resources/articles/how-can-i-protect-my-assets-during-divorce/,0,0,0.00,0,0,"[18,81,81,100,0,0]",2026-03-12,"Video, Video Carousel, Discussions and forums, AI overview","commercial, informational",Organic
best strategies for protecting assets during divorce new york,35,35,50,0,0.00,https://www.tullylegal.com/resources/articles/how-can-i-protect-my-assets-during-divorce/,0,0,0.00,0,0,"[18,81,81,100,0,0]",2026-03-12,"Video, Video Carousel, Discussions and forums, AI overview","commercial, informational",Organic
protect assets in divorce,5,5,40,10,2.54,https://www.tullylegal.com/resources/articles/how-can-i-protect-my-assets-during-divorce/,0,0,0.00,0.36,144,"[11,7,11,11,11,11,26,26,19,7,11,15]",2026-03-12,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
protect assets in divorce,16,16,40,10,2.54,https://www.tullylegal.com/resources/articles/how-can-i-protect-my-assets-during-divorce/,0,0,0.00,0.36,144,"[11,7,11,11,11,11,26,26,19,7,11,15]",2026-03-12,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
best high asset divorce lawyers new york city 2025,42,42,50,6,0.00,https://www.tullylegal.com/albany-family/divorce-lawyer/high-net-worth/,0,0,0.00,0,9920000,"[77,100,100,11,0]",2026-03-11,"Local pack, Related searches",commercial,Organic
best high asset divorce lawyers new york city 2025,69,69,50,6,0.00,https://www.tullylegal.com/albany-family/divorce-lawyer/high-net-worth/,0,0,0.00,0,9920000,"[77,100,100,11,0]",2026-03-11,"Local pack, Related searches",commercial,Organic
best high asset divorce lawyers new york city 2025,74,74,50,6,0.00,https://www.tullylegal.com/albany-family/divorce-lawyer/high-net-worth/,0,0,0.00,0,9920000,"[77,100,100,11,0]",2026-03-11,"Local pack, Related searches",commercial,Organic
what is the divorce process in ny,45,45,40,32,0.32,https://www.tullylegal.com/resources/articles/things-to-do-when-filing-for-divorce-in-new-york/,0,0,0.00,0.65,153,"[22,22,33,22,22,22,44,44,44,55,100,55]",2026-03-14,"Video, Related searches, AI overview",informational,Organic
what is the divorce process in ny,74,74,40,32,0.32,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.65,153,"[22,22,33,22,22,22,44,44,44,55,100,55]",2026-03-14,"Video, Related searches, AI overview",informational,Organic
what is the divorce process in ny,89,89,40,32,0.32,https://www.tullylegal.com/resources/articles/things-to-do-when-filing-for-divorce-in-new-york/,0,0,0.00,0.65,153,"[22,22,33,22,22,22,44,44,44,55,100,55]",2026-03-14,"Video, Related searches, AI overview",informational,Organic
military retirement pay in divorce,28,28,30,10,2.36,https://www.tullylegal.com/resources/articles/how-divorce-impacts-your-military-benefits/,0,0,0.00,0.13,26300000,"[0,27,0,100,0,9,36,36,36,36,27,36]",2026-04-18,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
military retirement pay in divorce,29,29,30,10,2.36,https://www.tullylegal.com/resources/articles/how-divorce-impacts-your-military-benefits/,0,0,0.00,0.13,26300000,"[0,27,0,100,0,9,36,36,36,36,27,36]",2026-04-18,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
divorce lawyer staten island ny,34,34,210,25,11.42,https://www.tullylegal.com/staten-island-family/,0,0,0.00,0.67,4500000,"[8,6,20,16,13,16,5,8,24,55,5,3]",2026-04-28,"Local pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
divorce lawyer staten island ny,45,45,210,25,11.42,https://www.tullylegal.com/staten-island-family/,0,0,0.00,0.67,4500000,"[8,6,20,16,13,16,5,8,24,55,5,3]",2026-04-28,"Local pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
brooklyn new york divorce lawyers,16,16,40,9,16.56,https://www.tullylegal.com/brooklyn-family/divorce/,0,0,0.00,0.74,12600000,"[22,11,11,11,33,22,100,100,55,44,44,44]",2026-03-25,"Local pack, Sitelinks, Image, Related searches, Discussions and forums",commercial,Organic
brooklyn new york divorce lawyers,44,44,40,9,16.56,https://www.tullylegal.com/brooklyn-family/divorce/,0,0,0.00,0.74,12600000,"[22,11,11,11,33,22,100,100,55,44,44,44]",2026-03-25,"Local pack, Sitelinks, Image, Related searches, Discussions and forums",commercial,Organic
brooklyn new york divorce lawyers,85,85,40,9,16.56,https://www.tullylegal.com/brooklyn-family/,0,0,0.00,0.74,12600000,"[22,11,11,11,33,22,100,100,55,44,44,44]",2026-03-25,"Local pack, Sitelinks, Image, Related searches, Discussions and forums",commercial,Organic
assets in trust divorce,54,54,30,0,3.02,https://www.tullylegal.com/resources/articles/how-can-i-protect-my-assets-during-divorce/,0,0,0.00,0.34,131,"[18,18,18,18,18,18,18,18,100,18,18,18]",2026-05-01,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
best divorce lawyer in new york 10012,18,18,40,48,0.00,https://www.tullylegal.com/manhattan-family/divorce/,0,0,0.00,0,0,"[11,11,0,11,11,11,77,77,77,100,100,100]",2026-03-12,"Local pack, Video, Related searches, Discussions and forums",commercial,Organic
is divorce a public record,80,80,30,28,0.78,https://www.tullylegal.com/resources/articles/are-divorce-records-public-in-new-york/,0,0,0.00,0.39,226000000,"[52,0,4,4,0,4,14,14,14,9,4,14]",2026-04-12,"Video, FAQ, Related searches, Discussions and forums, AI overview",informational,Organic
divorce lawyer rochester,14,14,70,22,4.26,https://www.tullylegal.com/rochester-family/divorce-lawyer/,0,0,0.00,0.59,1300000,"[9,18,36,36,45,36,100,100,81,63,63,81]",2026-05-04,"Local pack, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
divorce lawyer rochester,19,19,70,22,4.26,https://www.tullylegal.com/rochester-family/divorce-lawyer/,0,0,0.00,0.59,1300000,"[9,18,36,36,45,36,100,100,81,63,63,81]",2026-05-04,"Local pack, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
what is the first step to getting a divorce,7,7,90,13,1.00,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.58,0,"[64,52,41,41,52,41,64,82,41,64,64,82]",2026-03-16,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
experience family & divorce solicitor in new york,52,52,40,58,0.00,https://www.tullylegal.com/albany-family/,0,0,0.00,0,119000000,"[100,57,0]",2026-04-02,"Local pack, Video, Ads bottom, Related searches, AI overview",informational,Organic
experience family & divorce solicitor in new york,76,76,40,58,0.00,https://www.tullylegal.com/albany-family/,0,0,0.00,0,119000000,"[100,57,0]",2026-04-02,"Local pack, Video, Ads bottom, Related searches, AI overview",informational,Organic
albuquerque military divorce retirement benefits attorney,32,32,110,0,0.00,https://www.tullylegal.com/legal-services/military-law/military-divorce/,0,0,0.00,0,0,"[9,0,3,6,0,0,53,65,53,100,81,43]",2026-03-12,"Sitelinks, Video, AI overview",informational,Organic
divorce lawyers bronx ny,14,14,70,5,13.91,https://www.tullylegal.com/bronx-family/,0,0,0.00,0.74,113,"[28,9,12,12,12,15,15,12,15,43,43,34]",2026-04-21,"Video, Image, Related searches, AI overview",commercial,Organic
divorce ny state,18,18,70,33,2.78,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.67,207000000,"[3,34,34,80,7,11,26,11,19,19,34,53]",2026-03-30,"Video, Video Carousel, Related searches, Things to know, AI overview",informational,Organic
divorce ny state,21,21,70,33,2.78,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.67,207000000,"[3,34,34,80,7,11,26,11,19,19,34,53]",2026-03-30,"Video, Video Carousel, Related searches, Things to know, AI overview",informational,Organic
williamsville ny divorce attorney,43,43,30,26,5.09,https://www.tullylegal.com/buffalo-family/divorce-lawyer/,0,0,0.00,0.74,26800,"[0,28,21,35,0,21,28,21,21,21,21,14]",2026-03-19,"Local pack, Video, Image, Related searches",commercial,Organic
williamsville ny divorce attorney,52,52,30,26,5.09,https://www.tullylegal.com/buffalo-family/divorce-lawyer/,0,0,0.00,0.74,26800,"[0,28,21,35,0,21,28,21,21,21,21,14]",2026-03-19,"Local pack, Video, Image, Related searches",commercial,Organic
are divorce records public record,34,34,30,24,0.73,https://www.tullylegal.com/resources/articles/are-new-york-divorce-records-public/,0,0,0.00,0.32,196,"[0,71,14,42,42,57,57,28,28,28,57,28]",2026-03-22,"Video, FAQ, Related searches, Discussions and forums","commercial, informational",Organic
how to start filing for a divorce,88,0,40,34,1.83,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.7,220,"[27,45,18,36,45,18,45,45,36,9,45,36]",2026-05-05,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
military divorce disability lawyer,1,1,90,,0.00,https://www.tullylegal.com/legal-services/military-law/military-divorce/,0,0,0.00,0,157,"[3,3,3,3,3,6,43,53,43,100,81,28]",2026-03-12,"Local pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,AI overview
are divorce public record,46,46,30,,0.73,https://www.tullylegal.com/resources/articles/are-new-york-divorce-records-public/,0,0,0.00,0.32,143,"[0,1,1,28,0,1,5,3,5,3,6,3]",2026-03-22,"Video, FAQ, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
military divorce benefits lawyer,95,95,110,7,0.00,https://www.tullylegal.com/legal-services/military-law/military-divorce/faq/,0,0,0.00,0,150,"[5,2,2,2,5,5,43,43,35,82,100,28]",2026-03-12,"Local pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
veteran divorce attorney,53,53,40,29,9.61,https://www.tullylegal.com/legal-services/military-law/military-divorce/,0,0,0.00,0.78,152,"[18,63,18,100,100,45,63,9,9,9,9,9]",2026-03-31,"Video, Related searches, AI overview",informational,Organic
contesting a divorce in ny,88,88,90,14,4.94,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.47,33600000,"[64,50,64,64,100,78,35,64,50,64,64,50]",2026-04-25,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
divorced spouse and social security,38,38,880,49,0.07,https://www.tullylegal.com/resources/articles/can-a-divorced-spouse-collect-social-security-from-their-former-spouse/,0,0,0.00,0.17,30300000,"[10,66,66,79,54,24,10,24,16,36,30,10]",2026-04-06,"Video, Related searches, Short videos, AI overview",informational,Organic
steps for filing divorce,92,92,140,36,1.52,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.55,38800000,"[53,42,100,65,53,53,65,53,53,53,42,42]",2026-03-23,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
military divorce retirement,33,33,40,16,1.11,https://www.tullylegal.com/resources/articles/how-divorce-impacts-your-military-benefits/,0,0,0.00,0.21,23100000,"[100,27,27,0,9,27,63,63,45,36,36,63]",2026-04-29,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
divorce lawyer new york 10165,81,81,40,30,0.00,https://www.tullylegal.com/manhattan-family/,0,0,0.00,0,2040000,"[0,0,0,0,0,0,63,63,63,81,81,100]",2026-04-28,"Local pack, Video, Image, Discussions and forums, AI overview",commercial,Organic
how to get divorce in nyc,18,18,110,34,1.58,https://www.tullylegal.com/resources/articles/things-to-do-when-filing-for-divorce-in-new-york/,0,0,0.00,0.7,84300000,"[10,0,29,10,22,22,4,14,14,66,10,43]",2026-03-14,"Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
how to get divorce in nyc,45,45,110,34,1.58,https://www.tullylegal.com/resources/articles/things-to-do-when-filing-for-divorce-in-new-york/,0,0,0.00,0.7,84300000,"[10,0,29,10,22,22,4,14,14,66,10,43]",2026-03-14,"Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
how to get divorce in nyc,92,92,110,34,1.58,https://www.tullylegal.com/manhattan-family/divorce/,0,0,0.00,0.7,84300000,"[10,0,29,10,22,22,4,14,14,66,10,43]",2026-03-14,"Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
how to protect yourself during a divorce,84,84,50,0,0.43,https://www.tullylegal.com/resources/articles/how-can-i-protect-my-assets-during-divorce/,0,0,0.00,0.46,146,"[45,45,36,45,36,45,100,81,100,18,18,18]",2026-04-06,"Video, Video Carousel, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
wife moves out before divorce,1,1,50,3,1.51,https://www.tullylegal.com/resources/articles/can-moving-out-before-a-divorce-cause-problems/,0,0,0.00,0.11,216000000,"[19,26,26,19,26,26,26,19,19,26,26,19]",2026-03-19,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,AI overview
new york state divorce records,15,15,1000,58,1.02,https://www.tullylegal.com/resources/articles/are-divorce-records-public-in-new-york/,0,0,0.00,0.4,94700000,"[36,30,41,66,36,20,66,36,36,41,30,54]",2026-04-09,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
divorce lawyers in white plains ny,36,36,110,24,13.41,https://www.tullylegal.com/white-plains-family/,0,0,0.00,0.92,0,"[28,43,43,65,81,43,34,28,28,21,15,21]",2026-03-14,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
during a divorce who moves out,34,34,40,11,1.81,https://www.tullylegal.com/resources/articles/can-moving-out-before-a-divorce-cause-problems/,0,0,0.00,0.15,195000000,"[7,15,11,7,7,7,11,26,34,26,15,11]",2026-03-13,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
